date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,relative_humidity_2m_max,relative_humidity_2m_min,relative_humidity_2m_mean,windspeed_10m_max,windspeed_10m_mean,windgusts_10m_max,winddirection_10m_dominant,pressure_msl_mean,precipitation_sum,rain_sum,snowfall_sum,shortwave_radiation_sum,sunshine_duration,cloudcover_mean,et0_fao_evapotranspiration,blh_mean,blh_min,blh_max,dewpoint_2m_mean,dewpoint_2m_min,dewpoint_2m_max,cloudcover_low_mean,windspeed_10m_min,surface_pressure_mean
2020-01-01,4.3,-1.8,2.2,93,76,87,18.9,14.3,37.1,287,1032.9,0.0,0.0,0.0,2.75,27075.9,36,0.35,,,,0.18,-2.8,1.7,33.08,6.9,1018.65
2020-01-02,5.8,-4.6,-1.4,92,39,67,14.6,8.1,20.9,200,1028.8,0.0,0.0,0.0,4.44,28008.64,9,0.58,,,,-7.11,-9.2,-3.8,0.17,2.9,1014.42
2020-01-03,4.7,-4.2,0.4,88,62,79,22.9,14.4,41.8,225,1021.9,0.0,0.0,0.0,3.03,22386.72,42,0.53,,,,-2.93,-7.6,1.0,35.75,8.4,1007.77
2020-01-04,6.2,2.0,4.0,93,79,86,32.9,25.2,69.1,278,1018.1,3.6,3.6,0.0,1.63,5043.94,86,0.48,,,,1.92,-0.4,4.4,76.75,16.9,1004.14
2020-01-05,3.0,-3.7,0.1,93,70,83,27.6,18.0,60.5,302,1030.4,0.2,0.0,0.14,4.32,28256.28,14,0.53,,,,-2.4,-4.6,-1.0,9.12,7.6,1016.08
2020-01-06,3.0,-3.3,0.4,93,71,81,13.0,9.1,22.7,221,1030.4,0.4,0.0,0.28,1.17,5844.46,81,0.3,,,,-2.57,-5.2,-0.5,67.5,5.5,1016.13
2020-01-07,4.2,-3.5,0.8,92,71,85,18.4,9.6,36.0,248,1025.8,0.0,0.0,0.0,4.13,25405.37,48,0.4,,,,-1.58,-4.9,1.5,43.58,4.7,1011.57
2020-01-08,5.2,0.7,3.5,93,76,86,15.1,11.6,27.0,222,1026.6,1.2,1.2,0.0,1.21,2734.11,84,0.31,,,,1.38,-0.6,3.5,56.67,9.7,1012.51
2020-01-09,8.1,4.9,6.3,95,86,91,11.5,8.8,20.2,202,1020.9,4.4,4.4,0.0,1.35,1410.41,100,0.24,,,,4.99,4.0,6.0,58.33,6.3,1007.04
2020-01-10,8.9,5.5,7.3,89,69,80,20.9,13.8,40.3,232,1016.4,0.0,0.0,0.0,1.72,6925.47,73,0.61,,,,3.97,2.8,5.7,39.5,8.9,1002.61
2020-01-11,7.8,2.7,5.2,90,78,84,24.8,17.8,47.5,282,1028.1,0.3,0.3,0.0,0.69,0.0,97,0.48,,,,2.7,1.3,5.0,92.62,6.6,1014.1
2020-01-12,6.7,-0.1,2.7,93,64,79,16.7,11.8,31.7,211,1025.3,0.0,0.0,0.0,4.4,28800.0,84,0.67,,,,-0.68,-1.9,1.0,4.33,7.0,1011.22
2020-01-13,6.2,-0.9,3.6,93,70,79,17.9,12.8,32.0,228,1022.6,0.0,0.0,0.0,2.12,7116.01,70,0.61,,,,0.25,-2.0,1.9,55.08,7.2,1008.59
2020-01-14,6.9,-1.2,2.6,93,61,80,15.2,11.7,29.9,158,1018.5,0.0,0.0,0.0,3.87,28800.0,60,0.63,,,,-0.63,-2.5,2.2,17.54,5.4,1004.51
2020-01-15,9.2,2.8,5.4,69,44,55,16.4,13.0,31.3,180,1019.9,0.0,0.0,0.0,4.07,28800.0,59,1.36,,,,-2.99,-5.2,1.2,22.75,8.1,1005.98
2020-01-16,9.9,0.3,4.6,97,70,80,13.9,9.2,24.8,227,1028.5,0.0,0.0,0.0,4.82,26691.44,31,0.71,,,,1.32,-2.0,5.8,20.17,3.5,1014.45
2020-01-17,5.8,-0.2,1.8,95,77,89,19.8,13.0,35.6,143,1025.5,0.1,0.1,0.0,4.99,28800.0,27,0.47,,,,0.05,-1.7,2.5,19.96,8.0,1011.32
2020-01-18,4.8,0.9,3.0,93,79,87,13.5,10.3,25.2,245,1023.4,1.5,1.5,0.0,0.8,0.0,99,0.28,,,,1.01,-1.2,3.5,50.17,6.5,1009.29
2020-01-19,4.1,0.5,2.3,96,86,92,14.1,9.2,28.4,309,1031.8,0.4,0.4,0.0,1.94,0.0,98,0.25,,,,1.13,-0.2,2.7,57.29,3.5,1017.59
2020-01-20,3.8,-0.8,1.8,95,69,87,11.4,8.0,24.5,287,1044.9,0.0,0.0,0.0,2.51,11994.0,74,0.35,,,,-0.16,-2.2,1.8,71.04,4.4,1030.51
2020-01-21,5.8,-2.5,0.6,91,59,77,15.2,11.2,29.9,257,1041.0,0.0,0.0,0.0,5.48,28800.0,16,0.7,,,,-3.15,-5.6,-1.1,1.58,7.6,1026.56
2020-01-22,2.2,0.2,1.1,96,61,77,23.8,20.0,45.7,284,1031.4,0.0,0.0,0.0,1.13,3600.0,63,0.64,,,,-2.66,-6.4,1.5,60.12,14.5,1017.13
2020-01-23,4.6,-2.2,1.8,96,68,87,14.9,10.8,28.4,260,1033.5,0.0,0.0,0.0,3.93,25136.2,60,0.44,,,,-0.27,-3.5,1.4,58.0,6.3,1019.26
2020-01-24,4.1,-4.8,-1.5,92,56,80,12.0,8.7,23.8,223,1024.8,0.0,0.0,0.0,5.35,29026.01,18,0.56,,,,-4.66,-6.3,-3.2,14.5,5.8,1010.5
2020-01-25,2.5,-3.7,-1.4,91,68,83,12.6,8.6,26.6,265,1022.7,0.0,0.0,0.0,4.77,28800.0,33,0.45,,,,-4.02,-6.1,-2.0,24.79,4.6,1008.43
2020-01-26,2.9,-4.9,-2.3,93,61,85,8.7,4.7,14.0,170,1021.0,0.0,0.0,0.0,4.42,23827.57,87,0.42,,,,-4.65,-5.9,-2.7,10.46,2.8,1006.72
2020-01-27,8.8,-4.0,1.4,94,63,85,11.5,8.2,22.0,191,1014.9,0.0,0.0,0.0,5.01,21657.35,76,0.59,,,,-0.96,-4.8,2.2,8.29,4.8,1000.86
2020-01-28,7.3,1.0,3.3,91,69,82,27.4,17.8,61.2,196,1000.5,3.7,3.7,0.0,3.01,12968.37,93,0.64,,,,0.58,-1.4,2.5,14.42,13.8,986.77
2020-01-29,5.4,1.2,3.2,84,58,68,34.2,22.6,64.8,257,1002.2,0.5,0.3,0.14,4.13,15808.08,81,1.2,,,,-2.2,-4.4,0.5,26.04,13.6,988.43
2020-01-30,6.2,2.5,4.1,86,69,79,25.8,19.3,48.2,255,1009.9,2.9,2.9,0.0,1.56,0.0,97,0.71,,,,0.69,-1.9,2.8,61.71,11.5,996.02
2020-01-31,11.9,3.2,8.6,84,66,77,35.7,22.5,66.2,267,1004.0,2.4,2.4,0.0,2.98,12746.52,98,1.15,,,,4.7,0.6,7.0,45.12,10.0,990.5
2020-02-01,14.3,7.9,11.1,91,65,78,25.4,17.2,46.1,236,1005.3,4.7,4.7,0.0,5.16,27040.84,95,1.23,,,,7.29,5.3,8.9,55.62,11.1,991.9
2020-02-02,10.4,5.4,8.0,90,57,76,34.6,21.5,63.4,265,1006.3,5.1,5.1,0.0,3.21,12103.34,82,1.12,,,,3.94,1.9,8.8,49.33,6.0,992.68
2020-02-03,8.6,5.0,6.6,93,78,87,26.7,16.3,48.6,277,1007.3,5.8,5.8,0.0,3.44,19325.79,91,0.6,,,,4.53,3.6,5.6,75.71,7.2,993.67
2020-02-04,7.3,2.0,4.8,95,72,88,26.7,17.5,53.3,304,1003.4,9.1,9.1,0.0,2.67,12499.32,75,0.48,,,,2.86,0.4,5.2,58.46,3.3,989.69
2020-02-05,4.0,-1.1,2.0,94,46,76,31.3,21.3,57.6,339,1022.1,1.0,1.0,0.0,5.11,24758.74,65,0.9,,,,-2.04,-6.7,1.2,60.58,13.5,1007.98
2020-02-06,4.1,-1.4,2.2,87,72,80,26.9,22.3,52.6,286,1027.2,0.5,0.5,0.0,2.92,6427.36,94,0.72,,,,-0.9,-3.3,2.2,69.17,15.5,1013.02
2020-02-07,5.4,0.8,3.7,93,85,90,22.2,12.6,40.7,317,1028.6,0.9,0.9,0.0,1.16,336.66,95,0.3,,,,2.12,-0.7,4.2,95.04,3.4,1014.47
2020-02-08,7.3,-2.3,1.1,93,54,81,15.0,10.9,27.4,162,1027.6,0.0,0.0,0.0,7.89,33108.2,12,0.86,,,,-2.15,-4.2,-0.2,9.75,8.4,1013.4
2020-02-09,9.3,-1.9,3.5,87,52,72,30.6,14.4,56.9,187,1019.0,0.0,0.0,0.0,8.02,33156.5,34,1.3,,,,-1.38,-4.1,2.1,0.0,7.3,1004.98
2020-02-10,11.2,4.7,7.9,77,45,61,42.6,31.0,91.8,237,995.7,8.4,8.4,0.0,3.27,11697.8,76,2.12,,,,0.51,-4.1,5.6,15.71,20.8,982.24
2020-02-11,6.7,3.0,4.6,87,40,65,40.7,29.0,84.2,261,997.5,4.4,4.3,0.07,7.07,29901.17,76,1.67,,,,-1.75,-6.3,2.0,15.42,12.5,983.91
2020-02-12,5.7,2.0,3.6,68,45,58,34.4,28.2,76.0,264,1008.5,0.4,0.1,0.21,6.52,34510.87,44,1.86,,,,-3.99,-5.4,-1.5,14.46,22.9,994.62
2020-02-13,6.8,0.9,3.5,79,54,63,24.5,17.2,46.8,229,1014.3,0.4,0.4,0.0,8.4,28568.67,43,1.52,,,,-2.98,-4.8,-0.8,0.83,12.3,1000.41
2020-02-14,7.0,2.8,4.9,93,73,86,27.4,13.9,52.6,281,1013.8,3.1,3.1,0.0,4.9,22952.21,91,0.64,,,,2.78,0.5,3.4,78.12,3.7,999.99
2020-02-15,8.9,1.7,5.0,96,62,83,17.6,10.1,33.8,179,1025.5,0.0,0.0,0.0,6.33,26872.73,82,0.9,,,,2.2,0.3,3.8,46.21,3.4,1011.49
2020-02-16,13.6,4.2,8.7,76,45,58,30.1,20.9,58.0,183,1016.3,0.0,0.0,0.0,5.56,16366.49,94,2.28,,,,0.66,-1.1,2.5,0.0,12.8,1002.63
2020-02-17,13.3,8.1,10.8,78,39,57,35.1,17.2,64.8,220,1013.9,0.0,0.0,0.0,4.0,11088.68,95,2.14,,,,2.45,-1.5,7.1,11.5,4.5,1000.3
2020-02-18,9.4,3.2,7.0,76,55,66,31.7,19.5,66.2,261,1019.1,0.9,0.9,0.0,7.1,35636.88,46,1.59,,,,1.13,-1.5,3.8,17.67,11.3,1005.32
2020-02-19,8.9,2.5,4.6,85,55,74,25.9,19.4,50.8,245,1016.4,1.7,1.7,0.0,6.59,21628.75,57,1.21,,,,0.25,-1.6,3.6,21.5,12.9,1002.49
2020-02-20,8.5,2.0,4.5,93,44,75,21.5,14.1,41.0,257,1020.3,1.6,1.5,0.07,9.93,35873.59,59,1.27,,,,0.16,-3.1,1.8,37.38,9.2,1006.36
2020-02-21,6.9,2.1,4.9,91,60,77,35.8,22.2,70.2,274,1018.8,4.6,4.6,0.0,7.53,28800.0,56,1.09,,,,1.18,-1.6,3.5,37.83,11.4,1004.91
2020-02-22,11.1,1.1,6.8,79,40,58,29.3,19.7,53.3,229,1020.8,0.0,0.0,0.0,6.24,15634.54,89,2.15,,,,-1.39,-2.5,0.9,8.33,10.5,1006.93
2020-02-23,11.7,7.0,8.8,95,51,81,44.8,23.7,100.8,265,1010.2,19.7,19.7,0.0,1.22,0.0,99,1.01,,,,5.6,0.6,8.6,80.29,7.6,996.65
2020-02-24,7.2,3.5,5.5,81,56,68,42.2,25.8,78.1,283,1014.6,0.4,0.4,0.0,4.36,7860.24,83,1.44,,,,-0.0,-1.4,3.9,60.96,6.9,1000.83
2020-02-25,12.1,5.6,8.5,91,67,82,21.7,17.0,44.6,234,1000.3,5.8,5.8,0.0,3.72,7571.85,97,0.93,,,,5.65,1.0,7.4,67.25,12.3,986.85
2020-02-26,7.0,1.8,4.6,94,57,81,24.9,14.6,49.3,256,995.1,3.0,3.0,0.0,6.37,26062.57,74,0.88,,,,1.56,-2.8,4.6,25.58,6.8,981.49
2020-02-27,5.4,0.6,2.6,89,58,80,21.3,15.0,43.9,267,1002.2,0.9,0.8,0.07,6.25,26203.61,78,0.79,,,,-0.58,-2.3,1.0,40.79,6.1,988.42
2020-02-28,4.8,-0.5,2.1,94,75,85,27.8,15.9,50.8,292,1009.7,2.8,1.5,0.91,8.1,30718.71,71,0.79,,,,-0.21,-2.4,1.7,31.04,5.5,995.78
2020-02-29,7.1,-0.5,3.8,82,54,69,21.6,16.9,41.4,177,1006.4,0.2,0.2,0.0,6.23,15637.77,90,1.31,,,,-1.57,-5.4,2.3,7.5,7.6,992.61
2020-03-01,12.4,5.7,8.1,81,49,67,23.7,18.7,54.7,209,1001.0,0.0,0.0,0.0,8.75,28617.05,72,1.89,,,,2.2,-0.3,3.5,2.46,12.4,987.45
2020-03-02,8.6,2.8,5.7,95,62,82,20.9,11.4,49.0,200,996.5,2.4,2.4,0.0,4.13,3188.1,88,0.77,,,,2.75,0.7,5.4,35.33,5.2,982.95
2020-03-03,10.9,3.2,5.9,93,76,86,21.7,14.5,41.4,215,997.1,5.2,5.2,0.0,3.51,4093.91,100,0.66,,,,3.68,0.2,7.1,45.92,6.8,983.57
2020-03-04,8.4,-0.3,4.1,89,47,75,19.9,12.6,35.6,279,1010.1,0.4,0.4,0.0,11.71,36868.36,40,1.41,,,,-0.25,-2.5,2.8,7.12,5.6,996.27
2020-03-05,9.6,-1.6,3.9,93,47,71,23.4,11.7,41.8,167,1007.3,0.2,0.2,0.0,10.32,28442.62,32,1.63,,,,-1.38,-2.8,2.2,21.54,5.4,993.52
2020-03-06,9.4,4.2,6.0,86,57,73,24.1,17.5,43.6,144,996.4,1.0,1.0,0.0,3.52,0.0,98,1.18,,,,1.4,-3.2,5.0,45.42,10.1,982.86
2020-03-07,6.2,4.0,5.1,90,74,85,28.3,18.6,55.4,277,1008.5,2.3,2.3,0.0,4.64,6912.43,88,0.72,,,,2.78,1.8,4.0,74.83,10.2,994.73
2020-03-08,9.9,0.8,5.0,93,41,71,18.9,11.1,36.7,244,1019.1,0.0,0.0,0.0,12.29,38973.09,32,1.65,,,,-0.41,-3.0,2.2,24.5,6.5,1005.17
2020-03-09,11.4,2.0,6.3,93,52,71,12.3,8.6,25.6,198,1013.0,0.4,0.4,0.0,6.24,6485.58,95,1.2,,,,1.3,-2.2,5.1,46.04,4.7,999.25
2020-03-10,11.2,1.6,6.7,92,51,75,27.8,16.1,54.0,225,1011.5,0.1,0.1,0.0,11.16,28558.84,62,1.75,,,,2.27,0.5,4.3,19.38,7.0,997.82
2020-03-11,11.9,6.9,9.8,90,53,73,28.1,21.5,51.1,264,1008.1,4.2,4.2,0.0,6.55,20665.74,83,1.66,,,,5.01,2.8,8.7,37.42,8.8,994.54
2020-03-12,16.5,6.2,11.5,84,54,69,34.9,23.2,84.6,245,1008.6,1.5,1.5,0.0,10.04,32062.12,64,2.34,,,,5.8,-0.2,8.1,18.38,8.8,995.18
2020-03-13,10.6,4.2,7.1,72,41,58,32.1,22.3,69.8,264,1012.1,0.6,0.6,0.0,12.06,35453.27,50,2.44,,,,-0.87,-2.8,1.6,14.33,9.4,998.41
2020-03-14,6.2,-0.6,3.7,79,38,60,27.4,15.2,50.4,317,1023.0,0.2,0.2,0.0,14.51,39824.25,36,1.97,,,,-3.84,-7.2,1.3,33.04,5.5,1009.0
2020-03-15,9.6,-3.0,2.6,78,34,55,20.3,14.4,41.0,144,1026.7,0.0,0.0,0.0,15.96,42084.75,26,2.26,,,,-6.08,-7.4,-3.1,0.0,8.0,1012.57
2020-03-16,13.3,0.9,6.4,69,34,44,19.7,14.5,38.9,192,1022.1,0.0,0.0,0.0,14.78,41730.24,72,2.84,,,,-5.09,-11.2,0.6,0.79,8.0,1008.18
2020-03-17,16.7,1.5,8.4,91,48,73,10.7,8.0,23.0,275,1027.0,0.0,0.0,0.0,14.14,42129.09,12,2.09,,,,3.49,-1.1,9.1,6.75,4.3,1013.1
2020-03-18,17.2,3.0,10.3,97,47,76,15.0,9.5,26.6,241,1027.7,0.0,0.0,0.0,15.03,42788.18,38,2.36,,,,5.69,2.5,8.1,1.46,5.5,1013.92
2020-03-19,16.3,5.8,10.6,89,52,75,12.3,8.9,27.7,295,1024.7,0.0,0.0,0.0,10.68,39276.34,52,1.78,,,,6.15,3.6,8.1,30.54,6.4,1011.01
2020-03-20,11.9,4.6,7.9,99,77,89,18.4,9.9,33.8,22,1023.7,2.6,2.6,0.0,6.88,21506.22,77,1.04,,,,6.19,3.1,8.1,57.75,4.9,1009.87
2020-03-21,6.2,0.6,4.2,92,43,67,24.1,17.8,48.2,28,1027.0,2.0,2.0,0.0,8.3,13950.47,84,1.5,,,,-1.87,-8.1,3.2,62.29,9.0,1012.97
2020-03-22,3.4,-2.5,0.1,83,31,58,24.6,16.8,50.8,28,1033.8,0.4,0.0,0.28,14.79,41383.39,34,1.81,,,,-7.7,-12.3,-4.3,6.46,11.0,1019.45
2020-03-23,4.1,-4.2,-0.4,61,35,50,19.4,13.8,40.3,44,1038.4,0.0,0.0,0.0,16.78,43200.0,25,2.04,,,,-9.75,-10.7,-8.1,10.46,7.7,1023.99
2020-03-24,5.3,-4.3,0.2,64,34,50,16.6,12.7,34.9,77,1037.8,0.0,0.0,0.0,17.98,43200.0,0,2.14,,,,-9.29,-10.6,-7.8,0.0,7.9,1023.36
2020-03-25,7.3,-3.3,1.7,58,30,46,21.2,16.4,45.7,93,1033.8,0.0,0.0,0.0,18.1,43200.0,0,2.55,,,,-9.05,-10.6,-7.2,0.0,12.3,1019.52
2020-03-26,10.1,-2.6,3.8,64,36,52,16.2,12.1,33.1,87,1028.7,0.0,0.0,0.0,15.27,43200.0,43,2.33,,,,-5.33,-9.3,-1.1,0.0,9.0,1014.55
2020-03-27,15.7,0.4,7.8,81,40,62,12.0,9.0,21.2,79,1023.0,0.0,0.0,0.0,17.03,38163.08,48,2.65,,,,0.61,-2.8,5.2,0.0,5.6,1009.16
2020-03-28,16.0,1.3,8.7,83,34,61,15.8,6.4,27.7,30,1016.8,0.0,0.0,0.0,18.16,43200.0,19,2.76,,,,1.17,-1.2,4.5,0.17,0.0,1003.11
2020-03-29,7.2,1.1,4.6,92,60,74,24.7,20.0,49.7,326,1017.1,2.2,2.2,0.0,6.38,17884.79,84,1.27,,,,0.2,-5.8,3.0,44.21,14.3,1003.2
2020-03-30,5.2,-3.7,1.4,83,36,54,21.6,13.5,40.3,321,1025.4,0.4,0.0,0.28,16.44,43200.0,44,2.11,,,,-7.38,-8.9,-5.8,11.75,7.7,1011.21
2020-03-31,3.8,-2.0,0.9,91,44,67,17.4,11.1,36.0,338,1027.1,1.7,0.0,1.19,9.63,20133.64,75,1.26,,,,-4.8,-7.4,-2.5,59.46,4.6,1012.84
2020-04-01,7.6,-4.2,1.3,77,31,56,14.6,9.8,32.4,256,1022.1,0.0,0.0,0.0,19.38,43200.0,2,2.29,,,,-7.24,-9.1,-2.8,2.29,5.4,1007.95
2020-04-02,10.4,-2.1,4.1,72,43,56,16.2,9.8,36.0,255,1012.5,0.0,0.0,0.0,15.73,39326.63,26,2.26,,,,-4.16,-8.2,0.8,20.25,0.8,998.68
2020-04-03,9.8,1.9,5.7,70,42,58,26.5,16.5,49.7,271,1012.0,0.3,0.3,0.0,8.83,22476.21,61,1.97,,,,-2.15,-4.7,1.6,30.75,7.2,998.21
2020-04-04,11.8,-0.8,6.3,90,38,62,10.9,7.1,25.9,320,1024.9,0.0,0.0,0.0,16.08,42968.39,47,2.36,,,,-1.01,-2.9,2.2,6.33,0.4,1011.0
2020-04-05,14.4,0.1,7.6,87,35,58,18.1,11.6,35.6,112,1031.4,0.0,0.0,0.0,19.91,43954.48,6,3.15,,,,-0.88,-3.0,0.8,3.5,6.3,1017.46
2020-04-06,19.8,3.9,11.5,63,26,46,17.5,14.6,37.4,143,1028.3,0.0,0.0,0.0,20.35,44884.79,0,4.2,,,,-0.29,-4.2,3.7,0.0,11.2,1014.57
2020-04-07,21.7,7.2,13.7,66,27,44,17.9,10.9,30.2,192,1029.8,0.0,0.0,0.0,20.29,45145.24,1,4.19,,,,1.24,-4.1,7.2,0.0,5.2,1016.18
2020-04-08,20.6,6.0,13.1,84,24,57,15.7,8.0,32.8,117,1028.4,0.0,0.0,0.0,20.61,45407.82,0,3.63,,,,3.85,-0.9,7.8,0.0,3.6,1014.76
2020-04-09,22.1,3.7,13.1,68,29,46,22.8,13.6,44.3,295,1021.4,0.0,0.0,0.0,18.68,46018.57,18,4.22,,,,1.26,-4.4,6.2,3.12,6.5,1007.88
2020-04-10,15.1,4.5,10.2,71,30,52,11.5,7.5,23.4,321,1025.2,0.0,0.0,0.0,20.56,41179.8,63,3.17,,,,0.12,-2.5,4.8,1.67,1.1,1011.47
2020-04-11,16.2,2.7,9.7,83,32,55,8.9,5.8,18.7,56,1025.2,0.0,0.0,0.0,19.67,46203.47,48,3.11,,,,0.38,-2.9,2.9,2.88,3.3,1011.45
2020-04-12,21.4,3.9,12.9,75,30,50,16.3,10.5,33.8,194,1018.0,0.0,0.0,0.0,21.09,47391.24,10,4.19,,,,1.84,-3.1,4.2,0.0,7.2,1004.49
2020-04-13,15.9,6.3,11.2,86,31,50,31.0,18.2,61.6,305,1010.8,1.1,1.1,0.0,14.89,42827.58,62,3.25,,,,0.7,-7.8,7.6,22.58,8.4,997.26
2020-04-14,8.6,0.6,5.4,68,29,45,26.6,17.9,52.2,309,1019.1,0.5,0.3,0.14,15.66,35833.82,51,2.9,,,,-6.32,-8.9,-4.0,6.38,7.8,1005.25
2020-04-15,14.5,3.0,8.2,59,36,48,26.6,19.4,54.4,277,1021.2,0.0,0.0,0.0,17.24,43876.85,54,3.34,,,,-2.19,-7.2,0.2,7.92,11.2,1007.41
2020-04-16,20.5,5.7,13.2,64,30,44,23.2,14.7,46.1,276,1016.3,0.0,0.0,0.0,20.35,41926.43,59,4.54,,,,0.62,-2.8,3.2,0.0,7.9,1002.82
2020-04-17,16.4,3.8,10.9,90,30,50,11.6,9.0,27.7,1,1016.5,0.0,0.0,0.0,20.31,47672.17,67,3.52,,,,-0.02,-4.9,3.5,1.88,5.7,1002.93
2020-04-18,17.4,3.8,10.9,55,27,41,18.9,9.2,34.6,86,1017.5,0.0,0.0,0.0,22.74,49522.65,8,4.07,,,,-2.44,-6.1,4.2,0.0,1.6,1003.86
2020-04-19,13.8,5.5,9.2,47,27,35,17.9,13.5,37.4,47,1019.8,0.0,0.0,0.0,20.3,39747.62,43,3.95,,,,-5.6,-8.9,-2.8,0.0,7.0,1006.1
2020-04-20,14.9,1.1,8.5,73,30,48,18.1,11.7,37.1,60,1025.2,0.0,0.0,0.0,22.83,49882.37,6,3.76,,,,-2.41,-3.8,0.2,4.75,6.3,1011.38
2020-04-21,15.9,4.5,10.6,67,27,43,20.2,15.3,42.8,79,1025.4,0.0,0.0,0.0,23.24,49978.82,0,4.33,,,,-2.05,-3.9,0.1,0.17,10.2,1011.65
2020-04-22,18.0,2.2,11.1,79,28,45,20.8,10.6,41.8,85,1025.5,0.0,0.0,0.0,20.04,50074.86,31,3.9,,,,-1.2,-3.5,0.1,1.79,4.2,1011.78
2020-04-23,19.5,3.9,12.6,78,30,50,9.8,4.8,15.5,110,1022.6,0.0,0.0,0.0,23.52,50170.66,15,3.84,,,,1.76,-1.0,7.8,0.08,0.0,1008.98
2020-04-24,22.0,4.7,14.7,85,24,47,24.1,13.8,50.0,248,1009.5,0.0,0.0,0.0,17.75,44906.81,85,4.62,,,,1.97,0.3,3.8,0.0,4.5,996.21
2020-04-25,14.4,7.9,11.2,71,35,52,31.9,19.2,59.4,312,1006.9,2.0,2.0,0.0,11.81,28194.41,62,2.95,,,,1.35,-2.6,5.4,37.58,7.8,993.46
2020-04-26,15.7,5.6,11.0,71,27,48,16.1,10.1,34.9,307,1011.4,0.0,0.0,0.0,16.15,41569.32,65,3.29,,,,-0.47,-3.4,2.2,3.58,5.2,997.86
2020-04-27,21.1,4.3,13.4,88,22,47,20.9,10.6,40.3,190,1010.5,0.0,0.0,0.0,21.24,50400.0,38,4.43,,,,0.95,-1.5,3.7,0.04,5.9,997.1
2020-04-28,23.2,10.2,17.2,64,29,45,18.0,11.3,38.5,219,1005.2,0.0,0.0,0.0,18.13,42039.33,50,4.46,,,,4.57,0.8,8.4,0.0,5.1,992.07
2020-04-29,17.2,10.0,14.0,94,56,76,19.3,12.0,39.2,293,1004.0,4.0,4.0,0.0,10.31,18013.3,93,1.95,,,,9.71,6.0,12.4,19.5,6.2,990.72
2020-04-30,20.1,7.6,14.2,100,37,71,13.1,7.9,33.8,163,1007.0,0.1,0.1,0.0,19.14,44984.88,71,3.37,,,,8.35,4.9,10.1,24.04,1.8,993.71
2020-05-01,16.4,9.9,13.2,90,59,77,14.2,8.2,37.8,200,1004.1,6.4,6.4,0.0,10.74,25873.29,86,1.9,,,,9.2,5.7,10.8,30.71,0.8,990.76
2020-05-02,16.0,7.3,11.6,90,51,71,18.5,11.9,40.0,262,1005.7,2.9,2.9,0.0,19.94,45216.77,50,3.08,,,,6.27,5.3,7.8,10.92,6.0,992.31
2020-05-03,14.6,7.7,10.9,92,42,73,19.3,14.8,43.6,290,1014.5,3.0,3.0,0.0,18.65,43156.08,68,2.81,,,,5.73,1.8,8.5,48.33,5.4,1000.94
2020-05-04,15.9,5.1,11.2,94,51,75,14.4,7.0,34.9,238,1016.8,6.2,6.2,0.0,17.5,37982.22,71,2.71,,,,6.52,4.1,10.2,18.83,2.1,1003.23
2020-05-05,12.6,6.2,9.3,95,43,71,24.5,16.6,48.6,310,1015.8,6.7,6.7,0.0,22.04,50904.67,43,3.0,,,,3.93,0.2,8.6,30.21,13.0,1002.16
2020-05-06,14.8,4.4,9.9,84,48,64,31.7,23.4,60.5,313,1018.1,0.6,0.6,0.0,12.21,21701.37,77,2.79,,,,3.13,0.3,5.6,52.83,16.0,1004.5
2020-05-07,12.8,6.2,9.9,73,51,62,23.3,15.8,44.6,304,1020.8,0.0,0.0,0.0,12.98,15508.52,80,2.52,,,,2.8,-0.1,4.2,62.42,6.1,1007.09
2020-05-08,19.4,3.0,12.2,94,44,68,10.1,6.8,24.1,231,1018.8,0.0,0.0,0.0,21.61,44478.01,84,3.53,,,,5.85,2.2,11.4,1.62,4.1,1005.23
2020-05-09,21.9,7.7,15.3,84,33,58,15.4,6.7,27.0,62,1015.0,0.0,0.0,0.0,24.03,47537.89,77,4.36,,,,6.38,3.7,12.0,0.0,2.5,1001.6
2020-05-10,23.6,13.4,17.8,87,49,62,15.2,11.7,36.0,139,1007.9,0.1,0.1,0.0,12.98,24545.87,96,3.31,,,,10.13,4.2,15.1,0.38,6.0,994.7
2020-05-11,20.1,2.7,13.3,100,72,87,39.6,16.1,74.2,328,1001.3,25.5,24.2,0.91,12.65,26344.9,74,2.13,,,,11.17,2.6,14.9,51.25,3.1,988.06
2020-05-12,11.2,2.2,6.7,97,35,66,24.7,15.2,49.0,295,1014.9,2.8,2.8,0.0,18.09,37457.95,62,2.61,,,,0.01,-3.8,2.7,35.46,5.3,1001.13
2020-05-13,14.0,2.2,9.3,86,46,63,11.2,6.9,22.0,295,1013.6,0.0,0.0,0.0,19.08,36287.54,77,2.97,,,,2.15,0.0,4.3,6.04,3.4,1000.02
2020-05-14,14.2,8.0,10.3,90,47,74,13.4,7.2,28.1,30,1014.9,4.2,4.2,0.0,14.92,28528.41,89,2.37,,,,5.77,3.2,7.5,28.58,1.4,1001.29
2020-05-15,15.2,3.7,10.3,95,35,60,14.8,9.0,25.2,349,1017.2,0.0,0.0,0.0,20.92,51109.81,73,3.43,,,,2.19,-0.2,5.5,15.58,4.6,1003.6
2020-05-16,15.5,6.6,11.1,76,42,59,21.2,13.2,42.5,278,1021.2,0.0,0.0,0.0,17.43,41530.01,53,3.13,,,,3.07,0.8,6.1,31.62,4.6,1007.59
