date,temperature_2m_mean,relative_humidity_2m_mean,pressure_msl_mean,precipitation_sum,snowfall_sum,shortwave_radiation_sum,cloudcover_mean,wind_u,wind_v
2020-01-01,2.2,87,1032.9,0.0,0.0,2.75,36,-13.675158010271407,4.180915377535135
2020-01-02,-1.4,67,1028.8,0.0,0.0,4.44,9,-2.770363160937916,-7.611510228365858
2020-01-03,0.4,79,1021.9,0.0,0.0,3.03,42,-10.182337649086284,-10.182337649086287
2020-01-04,4.0,86,1018.1,3.6,0.0,1.63,86,-24.954755332287572,3.5071621441936496
2020-01-05,0.1,83,1030.4,0.2,0.14,4.32,14,-15.26486573081567,9.538546756197684
2020-01-06,0.4,81,1030.4,0.4,0.28,1.17,81,-5.970137163813614,-6.867857180027226
2020-01-07,0.8,85,1025.8,0.0,0.0,4.13,48,-8.900965003841158,-3.596223296792758
2020-01-08,3.5,86,1026.6,1.2,0.0,1.21,84,-7.761915033762755,-8.620479975537773
2020-01-09,6.3,91,1020.9,4.4,0.0,1.35,100,-3.2965380220600258,-8.15921792018773
2020-01-10,7.3,80,1016.4,0.0,0.0,1.72,73,-10.874548399772767,-8.496128359494081
2020-01-11,5.2,84,1028.1,0.3,0.0,0.69,97,-17.41102729306174,3.7008280965561178
2020-01-12,2.7,79,1025.3,0.0,0.0,4.4,84,-6.077449283938639,-10.114574148284927
2020-01-13,3.6,79,1022.6,0.0,0.0,2.12,70,-9.512253766110648,-8.564871761393384
2020-01-14,2.6,80,1018.5,0.0,0.0,3.87,60,4.382897142966173,-10.84805109843141
2020-01-15,5.4,55,1019.9,0.0,0.0,4.07,59,1.592040838891559e-15,-13.0
2020-01-16,4.6,80,1028.5,0.0,0.0,4.82,31,-6.728454054896368,-6.274384912574987
2020-01-17,1.8,89,1025.5,0.1,0.0,4.99,27,7.823595300976626,-10.382261630614808
2020-01-18,3.0,87,1023.4,1.5,0.0,0.8,99,-9.334970206477497,-4.352968095929202
2020-01-19,2.3,92,1031.8,0.4,0.0,1.94,98,-7.1497428454041305,5.789747597658504
2020-01-20,1.8,87,1044.9,0.0,0.0,2.51,74,-7.6504380477042835,2.3389736377818937
2020-01-21,0.6,77,1041.0,0.0,0.0,5.48,16,-10.912944725594633,-2.5194518086512905
2020-01-22,1.1,77,1031.4,0.0,0.0,1.13,63,-19.405914525519933,4.838437911993348
2020-01-23,1.8,87,1033.5,0.0,0.0,3.93,60,-10.635923732531847,-1.8754003188028476
2020-01-24,-1.5,80,1024.8,0.0,0.0,5.35,18,-5.933385732543735,-6.362777204086783
2020-01-25,-1.4,83,1022.7,0.0,0.0,4.77,33,-8.56727440358901,-0.7495393876298609
2020-01-26,-2.3,85,1021.0,0.0,0.0,4.42,87,0.8161464350345723,-4.628596439157378
2020-01-27,1.4,85,1014.9,0.0,0.0,5.01,76,-1.5646337620876665,-8.049342904270844
2020-01-28,3.3,82,1000.5,3.7,0.0,3.01,93,-4.906344933542583,-17.110458187702076
2020-01-29,3.2,68,1002.2,0.5,0.14,4.13,81,-22.020763464146317,-5.083893828171355
2020-01-30,4.1,79,1009.9,2.9,0.0,1.56,97,-18.64236844737902,-4.995207570478648
2020-01-31,8.6,77,1004.0,2.4,0.0,2.98,98,-22.46916453197791,-1.177559015466247
2020-02-01,11.1,78,1005.3,4.7,0.0,5.16,95,-14.25944624794672,-9.618117939696841
2020-02-02,8.0,76,1006.3,5.1,0.0,3.21,82,-21.41818600897253,-1.8738484690746524
2020-02-03,6.6,87,1007.3,5.8,0.0,3.44,91,-16.178502271753548,1.9864702975039072
2020-02-04,4.8,88,1003.4,9.1,0.0,2.67,75,-14.508157519713228,9.785875810738073
2020-02-05,2.0,76,1022.1,1.0,0.0,5.11,65,-7.633237325314907,19.88526308439039
2020-02-06,2.2,80,1027.2,0.5,0.0,2.92,94,-21.43613581942451,6.146713034719086
2020-02-07,3.7,90,1028.6,0.9,0.0,1.16,95,-8.593179336787477,9.215056640401551
2020-02-08,1.1,81,1027.6,0.0,0.0,7.89,12,3.3682852386869278,-10.366516027617173
2020-02-09,3.5,72,1019.0,0.0,0.0,8.02,34,-1.7549185450341214,-14.29266458363504
2020-02-10,7.9,61,995.7,8.4,0.0,3.27,76,-25.99878760630815,-16.883810085465836
2020-02-11,4.6,65,997.5,4.4,0.07,7.07,76,-28.64296187725899,-4.5365994861667
2020-02-12,3.6,58,1008.5,0.4,0.21,6.52,44,-28.045517449385308,-2.947702664147825
2020-02-13,3.5,63,1014.3,0.4,0.0,8.4,43,-12.981004779831679,-11.284215298636724
2020-02-14,4.9,86,1013.8,3.1,0.0,4.9,91,-13.644617849922527,2.6522450357339773
2020-02-15,5.0,83,1025.5,0.0,0.0,6.33,82,0.17626930501656274,-10.098461721079552
2020-02-16,8.7,58,1016.3,0.0,0.0,5.56,94,-1.0938214854775203,-20.871357276370592
2020-02-17,10.8,57,1013.9,0.0,0.0,4.0,95,-11.055946886608474,-13.175964421646421
2020-02-18,7.0,66,1019.1,0.9,0.0,7.1,46,-19.259922641605183,-3.0504720682845052
2020-02-19,4.6,74,1016.4,1.7,0.0,6.59,57,-17.582371068511012,-8.198794277769563
2020-02-20,4.5,75,1020.3,1.6,0.07,9.93,59,-13.738617913471815,-3.1718098662485
2020-02-21,4.9,77,1018.8,4.6,0.0,7.53,56,-22.1459219157681,1.5485937171195798
2020-02-22,6.8,58,1020.8,0.0,0.0,6.24,89,-14.867778730388608,-12.924362871112994
2020-02-23,8.8,81,1010.2,19.7,0.0,1.22,99,-23.609814344774367,-2.0655911031195004
2020-02-24,5.5,68,1014.6,0.4,0.0,4.36,83,-25.13874767145907,5.803737202071715
2020-02-25,8.5,82,1000.3,5.8,0.0,3.72,97,-13.753288904374104,-9.992349288972045
2020-02-26,4.6,81,995.1,3.0,0.0,6.37,74,-14.166317603629548,-3.5320596757551495
2020-02-27,2.6,80,1002.2,0.9,0.07,6.25,78,-14.979443021318607,-0.7850393436441646
2020-02-28,2.1,85,1009.7,2.8,0.91,8.1,71,-14.742223287611921,5.956244835313
2020-02-29,3.8,69,1006.4,0.2,0.0,6.23,90,0.8844776605057503,-16.876839137352295
2020-03-01,8.1,67,1001.0,0.0,0.0,8.75,72,-9.065939898606501,-16.3553885235067
2020-03-02,5.7,82,996.5,2.4,0.0,4.13,88,-3.899029633912623,-10.712495876959357
2020-03-03,5.9,86,997.1,5.2,0.0,3.51,100,-8.31685832709017,-11.87770464219038
2020-03-04,4.1,75,1010.1,0.4,0.0,11.71,40,-12.444873091498735,1.9710742595069064
2020-03-05,3.9,71,1007.3,0.2,0.0,10.32,32,2.6319273358232227,-11.40012975798725
2020-03-06,6.0,73,996.4,1.0,0.0,3.52,98,10.286241915118282,-14.157797401561579
2020-03-07,5.1,85,1008.5,2.3,0.0,4.64,88,-18.46135842052859,2.2667697873357473
2020-03-08,5.0,71,1019.1,0.0,0.0,12.29,32,-9.976613913920751,-4.865919729358763
2020-03-09,6.3,71,1013.0,0.4,0.0,6.24,95,-2.6575461516245467,-8.179086040138321
2020-03-10,6.7,75,1011.5,0.1,0.0,11.16,62,-11.384419177103416,-11.38441917710342
2020-03-11,9.8,73,1008.1,4.2,0.0,6.55,83,-21.38222075041788,-2.247361960254547
2020-03-12,11.5,69,1008.6,1.5,0.0,10.04,64,-21.026340659250284,-9.80474367238422
2020-03-13,7.1,58,1012.1,0.6,0.0,12.06,50,-22.1778382667125,-2.33098473086867
2020-03-14,3.7,60,1023.0,0.2,0.0,14.51,36,-10.366375072949973,11.116576264611394
2020-03-15,2.6,55,1026.7,0.0,0.0,15.96,26,8.464107633011615,-11.649844718999242
2020-03-16,6.4,44,1022.1,0.0,0.0,14.78,72,-3.0147195168575127,-14.18314021064018
2020-03-17,8.4,73,1027.0,0.0,0.0,14.14,12,-7.969557584733964,0.6972459419812631
2020-03-18,10.3,76,1027.7,0.0,0.0,15.03,38,-8.30888721782426,-4.6056913923402
2020-03-19,10.6,75,1024.7,0.0,0.0,10.68,52,-8.066139304626184,3.7613025294922267
2020-03-20,7.9,89,1023.7,2.6,0.0,6.88,77,3.708605274817529,9.179120160211196
2020-03-21,4.2,67,1027.0,2.0,0.0,8.3,84,8.356593817588857,15.716467152888901
2020-03-22,0.1,58,1033.8,0.4,0.28,14.79,34,7.887122254802966,14.833519560029973
2020-03-23,-0.4,50,1038.4,0.0,0.0,16.78,25,9.586285512334163,9.926889244673387
2020-03-24,0.2,50,1037.8,0.0,0.0,17.98,0,12.374499822772487,2.8568783901670844
2020-03-25,1.7,46,1033.8,0.0,0.0,18.1,0,16.37752436997501,-0.858309682384279
2020-03-26,3.8,52,1028.7,0.0,0.0,15.27,43,12.083417370530343,0.633265070539622
2020-03-27,7.8,62,1023.0,0.0,0.0,17.03,48,8.834644651028976,1.7172809583889042
2020-03-28,8.7,61,1016.8,0.0,0.0,18.16,19,3.1999999999999997,5.542562584220408
2020-03-29,4.6,74,1017.1,2.2,0.0,6.38,84,-11.183858069414931,16.580751451100838
2020-03-30,1.4,54,1025.4,0.4,0.28,16.44,44,-8.495825279172811,10.491470479669102
2020-03-31,0.9,67,1027.1,1.7,1.19,9.63,75,-4.158133186916627,10.291740785691339
2020-04-01,1.3,56,1022.1,0.0,0.0,19.38,2,-9.508898117504765,-2.3708345768767445
2020-04-02,4.1,56,1012.5,0.0,0.0,15.73,26,-9.46607309763287,-2.5364266420047024
2020-04-03,5.7,58,1012.0,0.3,0.0,8.83,61,-16.497486970080455,0.2879647062151717
2020-04-04,6.3,62,1024.9,0.0,0.0,16.08,47,-4.563792028774431,5.4389155461447425
2020-04-05,7.6,58,1031.4,0.0,0.0,19.91,6,10.755332712974734,-4.34543648362458
2020-04-06,11.5,46,1028.3,0.0,0.0,20.35,0,8.786499338019903,-11.660078446690477
2020-04-07,13.7,44,1029.8,0.0,0.0,20.29,1,-2.266237429913579,-10.661808847998481
2020-04-08,13.1,57,1028.4,0.0,0.0,20.61,0,7.128052193506943,-3.631923997916374
2020-04-09,13.1,46,1021.4,0.0,0.0,18.68,18,-12.325785903698437,5.747608359673515
2020-04-10,10.2,52,1025.2,0.0,0.0,20.56,63,-4.719902932873784,5.8285947109272795
2020-04-11,9.7,55,1025.2,0.0,0.0,19.67,48,4.808417920819242,3.2433188401303314
2020-04-12,12.9,50,1018.0,0.0,0.0,21.09,10,-2.540179903796509,-10.188105125897962
2020-04-13,11.2,50,1010.8,1.1,0.0,14.89,62,-14.90856720605965,10.439091141589037
2020-04-14,5.4,45,1019.1,0.5,0.14,15.66,51,-13.910912710079776,11.26483499979209
2020-04-15,8.2,48,1021.2,0.0,0.0,17.24,54,-19.255395341841645,2.364265262059865
2020-04-16,13.2,44,1016.3,0.0,0.0,20.35,59,-14.619471861913619,1.5365684100344987
2020-04-17,10.9,50,1016.5,0.0,0.0,20.31,67,0.1570716579355516,8.998629256407522
2020-04-18,10.9,41,1017.5,0.0,0.0,22.74,8,9.177589262390383,0.6417595584459521
2020-04-19,9.2,35,1019.8,0.0,0.0,20.3,43,9.873274971858802,9.206977860843729
2020-04-20,8.5,48,1025.2,0.0,0.0,22.83,6,10.13249722427793,5.8500000000000005
2020-04-21,10.6,43,1025.4,0.0,0.0,23.24,0,15.01889590674926,2.9193776292611373
2020-04-22,11.1,45,1025.5,0.0,0.0,20.04,31,10.559663799772503,0.9238508731251762
2020-04-23,12.6,50,1022.6,0.0,0.0,23.52,15,4.51052457977236,-1.6416966879632098
2020-04-24,14.7,47,1009.5,0.0,0.0,17.75,85,-12.795137193021665,-5.16957098913959
2020-04-25,11.2,52,1006.9,2.0,0.0,11.81,62,-14.268380649165975,12.847307642090069
2020-04-26,11.0,48,1011.4,0.0,0.0,16.15,65,-8.06621865147766,6.078331733835684
2020-04-27,13.4,47,1010.5,0.0,0.0,21.24,38,-1.8406706832694628,-10.438962181929405
2020-04-28,17.2,45,1005.2,0.0,0.0,18.13,50,-7.111320418863166,-8.78174936446377
2020-04-29,14.0,76,1004.0,4.0,0.0,10.31,93,-11.046058241429286,4.6887735418712815
2020-04-30,14.2,71,1007.0,0.1,0.0,19.14,71,2.3097364673096195,-7.554807572107981
2020-05-01,13.2,77,1004.1,6.4,0.0,10.74,86,-2.8045651752704828,-7.705479490444448
2020-05-02,11.6,71,1005.7,2.9,0.0,19.94,50,-11.784190018024686,-1.6561599014247834
2020-05-03,10.9,73,1014.5,3.0,0.0,18.65,68,-13.907450787631443,5.061898121219901
2020-05-04,11.2,75,1016.8,6.2,0.0,17.5,71,-5.936336673094981,-3.709434849632435
2020-05-05,9.3,71,1015.8,6.7,0.0,22.04,43,-12.716337755775038,10.670274320796553
2020-05-06,9.9,64,1018.1,0.6,0.0,12.21,77,-17.113676617888586,15.958761625462467
2020-05-07,9.9,62,1020.8,0.0,0.0,12.98,80,-13.098793646369659,8.835247874837803
2020-05-08,12.2,68,1018.8,0.0,0.0,21.61,84,-5.2845925379073995,-4.279378659138898
2020-05-09,15.3,58,1015.0,0.0,0.0,24.03,77,5.91574887215481,3.145459470665469
2020-05-10,17.8,62,1007.9,0.1,0.0,12.98,96,7.6758906391889345,-8.830102088606433
2020-05-11,13.3,87,1001.3,25.5,0.91,12.65,74,-8.531700154154601,13.653574348118457
2020-05-12,6.7,66,1014.9,2.8,0.0,18.09,62,-13.775878362957076,6.423797578458633
2020-05-13,9.3,63,1013.6,0.0,0.0,19.08,77,-6.253523730552884,2.9160660060108277
2020-05-14,10.3,74,1014.9,4.2,0.0,14.92,89,3.5999999999999996,6.235382907247959
2020-05-15,10.3,60,1017.2,0.0,0.0,20.92,73,-1.717280958388902,8.834644651028976
2020-05-16,11.1,59,1021.2,0.0,0.0,17.43,53,-13.071538507388729,1.837084932672864
2020-05-17,12.2,61,1020.5,0.2,0.0,20.43,53,-11.150635672884498,3.197393327477193
2020-05-18,14.9,56,1021.3,0.0,0.0,21.47,63,-13.666627488559591,-0.9556636902945204
2020-05-19,16.3,62,1018.5,0.0,0.0,18.09,48,-12.942634266708005,6.312544513762715
2020-05-20,13.7,61,1020.7,0.0,0.0,24.96,31,-2.5962512141923888e-15,10.6
2020-05-21,12.2,52,1024.1,0.0,0.0,18.89,57,7.151043415996529,8.226334424428215
2020-05-22,12.7,48,1024.4,0.0,0.0,23.98,76,7.7862197371003825,-2.232662582117692
2020-05-23,12.6,77,1021.2,15.5,0.0,5.34,100,5.874393838195723,-12.597678239809435
2020-05-24,13.1,76,1023.8,3.0,0.0,22.68,69,-17.77574922126716,6.120681303794539
2020-05-25,11.6,84,1025.4,11.5,0.0,15.1,74,-13.543243351093375,8.137601583578856
2020-05-26,12.3,80,1031.7,4.8,0.0,18.12,71,-3.986319227436825,12.26862906020748
2020-05-27,14.0,67,1031.2,0.0,0.0,22.39,42,-4.583838866699485,7.628788976248798
2020-05-28,12.4,79,1026.5,3.5,0.0,9.62,96,-5.447885996874564,10.692078290260413
2020-05-29,12.7,57,1025.9,0.5,0.0,20.29,57,0.26178609655925267,14.997715427345868
2020-05-30,12.2,59,1021.3,0.5,0.0,17.25,64,-2.4484393051037183,13.885789317472133
2020-05-31,13.9,72,1017.1,4.9,0.0,6.03,94,-5.8813235166298234,14.55678651669856
2020-06-01,15.9,58,1020.3,0.0,0.0,28.14,13,1.185318101368151,13.548247894047739
2020-06-02,14.1,75,1015.4,5.8,0.0,14.72,64,-7.464872704114411,10.27451582856183
2020-06-03,15.1,68,1006.5,0.0,0.0,26.51,34,-1.4621818532351247,6.333405421104028
2020-06-04,16.6,63,998.8,0.1,0.0,24.56,66,9.14068135337195,-8.230306458213956
2020-06-05,15.1,88,996.1,9.9,0.0,8.43,93,-6.751783764618734,-7.240401646029789
2020-06-06,16.1,74,1004.4,1.6,0.0,13.06,78,-9.881973316234815,-8.29196016495636
2020-06-07,16.5,89,1007.1,24.4,0.0,10.9,98,2.772088791277749,6.8611605237942275
2020-06-08,14.9,81,1012.0,3.2,0.0,11.16,96,-9.167089307116356,10.1810841090403
2020-06-09,15.2,73,1015.1,0.0,0.0,17.13,79,6.356740760409153,7.059875842035245
2020-06-10,15.5,81,1012.3,2.8,0.0,10.62,96,3.6728726077991736,8.65274562245294
2020-06-11,18.5,83,1009.7,7.1,0.0,19.9,87,4.938441702975689,-0.7821723252011541
2020-06-12,21.2,80,1009.9,1.1,0.0,22.11,70,3.0543006075519235,5.510104154978193
2020-06-13,22.9,82,1010.4,0.9,0.0,23.28,73,6.771649583831595,3.4503277980205556
2020-06-14,20.5,70,1010.8,1.5,0.0,19.59,49,13.536884276675096,5.469256263872315
2020-06-15,18.4,64,1013.2,0.0,0.0,20.27,59,4.617461064942437,5.910080652050414
2020-06-16,18.7,64,1014.3,0.0,0.0,22.05,79,3.2687315981247367,6.415246974156249
2020-06-17,20.6,63,1010.9,0.0,0.0,21.58,71,3.901503206422789,7.999267012062587
2020-06-18,19.5,88,1007.8,28.0,0.0,14.87,92,-5.510895843520262,6.339560473871284
2020-06-19,17.7,93,1010.5,10.4,0.0,9.31,98,-13.722321047588455,5.5441775825554975
2020-06-20,16.6,92,1012.7,28.3,0.0,5.34,100,-16.53693787505031,10.333425652547492
2020-06-21,16.6,93,1014.7,7.3,0.0,8.71,100,-17.057629283972034,10.249257690710078
2020-06-22,19.0,80,1018.1,3.7,0.0,15.92,66,-11.759134178720073,15.051005393888392
2020-06-23,17.4,70,1022.6,0.0,0.0,23.84,35,-5.860966927339108,13.807572801786604
2020-06-24,15.5,90,1022.5,22.2,0.0,9.12,77,-7.95890861142789,6.218180900789151
2020-06-25,19.0,81,1022.1,0.8,0.0,23.54,50,10.241277993514146,-4.775586357669903
2020-06-26,20.0,85,1017.0,5.8,0.0,19.16,73,9.257406847582814,-5.562411209028586
2020-06-27,21.4,76,1012.0,0.1,0.0,25.84,23,-4.996174644486021,-6.876644452187053
2020-06-28,23.5,73,1012.7,1.6,0.0,24.82,64,-10.469496410308459,-1.658205329426449
2020-06-29,18.2,89,1011.8,24.8,0.0,5.77,86,-8.404618210311929,3.7419771162973574
2020-06-30,18.6,67,1010.1,0.0,0.0,24.49,30,-11.317572543912327,-3.677302233061876
2020-07-01,21.3,67,1009.2,0.0,0.0,26.31,18,-7.807102444987034,-8.981044004650988
2020-07-02,21.1,80,1009.8,3.5,0.0,21.04,50,-8.13887844345884,0.9993286159222109
2020-07-03,18.6,80,1013.9,0.5,0.0,15.13,69,-10.778911761832214,3.711476960811582
2020-07-04,19.6,67,1016.8,0.0,0.0,23.96,37,-6.58798221082321,-5.527973443304239
2020-07-05,22.3,67,1012.7,0.0,0.0,21.68,35,-9.465498834186883,-6.877087451821937
2020-07-06,20.2,61,1010.2,0.6,0.0,14.91,43,-15.063217158923345,-1.0533227535362963
2020-07-07,15.7,58,1017.3,0.0,0.0,19.26,52,-15.668565643794597,4.49288889981709
2020-07-08,14.8,74,1016.4,1.7,0.0,9.18,93,-9.131424595100162,-1.1211979593273538
2020-07-09,16.5,81,1016.4,0.6,0.0,14.37,77,-3.521301978109573,-8.715528232927802
2020-07-10,22.7,69,1011.0,1.2,0.0,21.61,72,-7.7573345891032925,-9.928935495444698
2020-07-11,15.9,69,1020.7,1.1,0.0,9.72,99,-7.1596974880397815,7.951649632608118
2020-07-12,15.6,66,1025.0,0.3,0.0,21.38,34,-7.580077219869424,6.825132184860349
2020-07-13,16.3,63,1023.9,0.1,0.0,18.57,61,-5.590448570331051,4.212705162064336
2020-07-14,18.0,62,1017.5,0.0,0.0,25.68,27,3.07818128993102,-8.457233587073175
2020-07-15,19.4,62,1011.9,1.2,0.0,20.4,73,-2.2454462608318027,-10.563994087925101
2020-07-16,16.1,82,1014.0,7.7,0.0,14.89,65,-10.860255392164804,5.774500222266452
2020-07-17,16.0,75,1017.5,0.8,0.0,19.16,53,-7.813653319813576,6.5564336188027
2020-07-18,19.6,71,1018.0,0.8,0.0,20.81,78,3.090169943749474,9.510565162951535
2020-07-19,21.0,74,1016.1,3.2,0.0,20.47,78,7.14633229181752,-0.877459272517061
2020-07-20,21.0,77,1014.9,2.2,0.0,19.77,67,-7.788344378361014,-3.1466953846936634
2020-07-21,19.0,66,1019.9,0.4,0.0,20.33,50,-5.704558872629528,5.319587208487489
2020-07-22,17.7,56,1020.7,0.0,0.0,19.8,44,-7.1697410121163365,6.232560775409817
2020-07-23,17.4,61,1016.9,0.0,0.0,18.4,73,2.8471565015306015,6.394818203498206
2020-07-24,19.2,68,1011.8,0.7,0.0,22.58,38,1.0994674975845162,-7.823117743058406
2020-07-25,21.2,60,1012.5,0.1,0.0,22.75,20,-5.737828535778212,1.7542302283364202
2020-07-26,22.2,63,1012.8,1.0,0.0,18.83,65,-2.0034944514537196,-10.307085426200471
2020-07-27,21.2,67,1016.8,0.1,0.0,20.56,67,-5.53068563977318,1.3789548049181044
2020-07-28,24.4,60,1010.8,0.2,0.0,21.42,68,-5.084208038447502,-11.41931822053251
2020-07-29,22.0,55,1015.9,0.5,0.0,21.5,36,-11.238216559254457,5.2404664455846754
2020-07-30,20.2,49,1019.3,0.0,0.0,25.51,44,-9.364556931124552,3.7835265935007105
2020-07-31,20.8,44,1017.6,0.0,0.0,25.32,39,-5.882103832988576,9.413333867336327
2020-08-01,19.6,62,1017.2,0.0,0.0,25.5,20,5.9567670262756955,2.0510793730800874
2020-08-02,21.7,60,1012.9,0.1,0.0,19.03,80,4.557210430315569,-8.22142524711032
2020-08-03,18.1,92,1009.7,31.8,0.0,3.17,100,-3.2039952536120455,7.548139798310009
2020-08-04,15.9,92,1011.0,14.5,0.0,4.69,100,-7.931586353614839,13.200376430812527
2020-08-05,18.0,69,1019.7,0.0,0.0,24.84,30,3.087135398228918,6.058844364480901
2020-08-06,20.3,71,1021.9,0.0,0.0,18.22,55,8.049342904270844,1.5646337620876682
2020-08-07,23.9,70,1022.0,0.0,0.0,22.24,30,8.09904439288013,-1.2827626133298926
2020-08-08,24.6,67,1021.0,0.0,0.0,20.75,17,5.67830977912295,0.4967877336616514
2020-08-09,24.7,72,1018.4,0.0,0.0,21.25,34,4.902434649285426,1.4057505146666955
2020-08-10,23.7,73,1017.5,3.8,0.0,16.58,80,5.772490067120011,3.199743493625825
2020-08-11,23.3,68,1018.8,0.1,0.0,20.55,31,6.70853828439726,5.055246194477206
2020-08-12,22.9,58,1019.5,0.0,0.0,23.1,17,8.932807369373743,1.7363618579265587
2020-08-13,23.2,53,1015.5,0.0,0.0,20.64,30,7.988874736879291,-2.595742752749558
2020-08-14,22.8,70,1012.6,0.0,0.0,17.16,55,3.9210044190878905,-4.672871103025765
2020-08-15,21.8,72,1014.1,2.1,0.0,15.16,73,9.325458242752807,1.8126854560771768
2020-08-16,21.6,58,1015.1,0.0,0.0,20.8,24,9.585846487191297,-2.0375345700140417
2020-08-17,21.8,72,1011.1,3.1,0.0,21.0,36,5.828594710927282,-4.719902932873779
2020-08-18,20.7,79,1008.5,3.1,0.0,11.84,96,-11.107818738551682,2.5644420195200603
2020-08-19,19.5,84,1009.3,7.6,0.0,9.19,86,-10.932746339242446,6.060120253079216
2020-08-20,21.3,70,1012.4,0.0,0.0,21.5,41,-5.959822514817578,-1.708951606065393
2020-08-21,23.7,62,1014.2,0.0,0.0,21.72,34,3.0699028995887345,-10.041199937611873
2020-08-22,23.2,74,1014.1,7.0,0.0,14.48,55,-9.862327511108282,0.8628418532018132
2020-08-23,20.7,68,1014.7,0.0,0.0,15.14,70,-10.298431260110831,-0.17975978630402004
2020-08-24,19.7,61,1014.8,0.1,0.0,16.11,63,-11.098309416235942,0.19372171145384273
2020-08-25,19.1,57,1013.6,0.0,0.0,19.43,50,-11.898187572361056,0.20768363660366926
2020-08-26,20.7,55,1007.0,1.9,0.0,14.8,71,-17.641929178929683,-8.98901189484303
2020-08-27,18.5,58,1011.6,0.0,0.0,12.79,80,-26.69949147915156,3.2782853375984726
2020-08-28,17.9,65,1008.7,0.8,0.0,16.77,71,2.9246552096584875,-10.914961837066471
2020-08-29,18.7,77,1006.1,3.3,0.0,8.24,96,-4.605691392340201,-8.30888721782426
2020-08-30,17.5,88,1006.8,18.5,0.0,7.8,99,6.9165990569670415,5.600951480343554
2020-08-31,16.5,83,1011.4,2.5,0.0,9.55,83,-12.779819642688352,4.651473949229098
2020-09-01,13.7,91,1014.5,19.5,0.0,2.29,100,1.6515497196289248,15.71344594681872
2020-09-02,14.4,74,1015.8,2.2,0.0,16.08,74,-14.942554184650348,3.7255971922348783
2020-09-03,15.0,74,1020.4,0.1,0.0,13.66,76,-8.628422844472,-4.208363009175146
2020-09-04,17.7,76,1021.6,0.2,0.0,8.25,85,-7.660444431189779,-6.427876096865395
2020-09-05,19.8,81,1016.3,16.1,0.0,11.82,81,-8.290375725550419,-5.591929034707466
2020-09-06,15.7,79,1018.3,1.7,0.0,14.53,63,-6.528026076238555,5.286291284818636
2020-09-07,14.3,76,1022.5,0.4,0.0,13.44,56,-5.597566125692133,3.1027815695765586
2020-09-08,16.0,70,1025.5,0.0,0.0,17.44,59,-8.82947592858927,-4.6947156278589075
2020-09-09,18.6,66,1021.6,0.0,0.0,17.99,9,-7.094130905705953,-6.615384092606236
2020-09-10,17.0,69,1019.2,0.7,0.0,15.1,63,-9.546400533624382,6.935865977051181
2020-09-11,14.8,74,1019.5,0.0,0.0,18.12,16,5.258610463437158,-3.8206041399010746
2020-09-12,18.0,77,1019.3,0.0,0.0,16.88,9,-0.7630577818538705,-7.260009836188395
2020-09-13,18.3,77,1025.3,0.0,0.0,16.44,76,-7.2988881746416565,-0.12740256699216954
2020-09-14,19.8,78,1028.2,0.0,0.0,17.15,75,3.1873995497832572,-4.725514163563737
2020-09-15,21.1,72,1024.1,0.0,0.0,17.01,38,8.656481839811937,-6.289302199529461
2020-09-16,21.9,72,1017.2,0.0,0.0,16.01,63,-3.213776741499452,-9.890987769469598
2020-09-17,16.2,66,1023.5,0.5,0.0,9.75,58,-1.246327121291514,14.245584182711962
2020-09-18,11.4,71,1029.2,0.0,0.0,16.89,19,3.712990307194041,4.585161172596129
2020-09-19,12.6,67,1024.6,0.0,0.0,15.04,73,8.592888563177699,-1.360979845850008
2020-09-20,14.1,67,1020.2,0.1,0.0,9.71,76,9.993908270190957,-0.34899496702500954
2020-09-21,15.6,74,1018.5,0.0,0.0,15.83,9,6.682548931412759,-3.4049287480466006
2020-09-22,17.8,66,1013.8,0.0,0.0,15.07,14,4.986895488540254,-10.69443188703247
2020-09-23,18.7,68,1007.6,0.0,0.0,13.85,47,4.646734155964219,-9.52721689077117
2020-09-24,18.5,76,1006.4,0.2,0.0,12.16,74,-4.326319829244455,-7.200205325897744
2020-09-25,15.2,89,999.0,15.3,0.0,2.47,80,6.766234131996037,-10.031354627916004
2020-09-26,12.3,87,993.5,20.0,0.0,3.28,99,-13.068089058403697,-0.9138098060480451
2020-09-27,10.4,73,1004.9,0.0,0.0,5.15,92,-7.460601229986917,-6.041475754078443
2020-09-28,9.5,88,1012.6,7.0,0.0,4.67,78,8.197813226939644,-1.2984060598339158
2020-09-29,12.3,93,1013.3,15.9,0.0,2.68,100,-4.057135312710712,8.70055475555184
2020-09-30,14.0,85,1013.9,0.3,0.0,7.35,97,-6.971379648192346,10.734983269701429
2020-10-01,13.5,90,1006.8,7.9,0.0,3.92,99,-1.1211979593273544,9.131424595100162
2020-10-02,14.5,85,1003.3,3.7,0.0,6.0,94,10.384459171148018,-4.195593846258215
2020-10-03,18.9,68,997.6,0.0,0.0,12.93,44,14.91961551303108,-13.912766545274966
2020-10-04,16.4,80,999.8,6.2,0.0,7.78,66,2.2515461454432306,-11.583200764682436
2020-10-05,13.9,83,1005.8,10.0,0.0,7.45,71,3.986319227436823,-12.26862906020748
2020-10-06,12.9,75,1008.0,0.1,0.0,8.93,57,-4.037577103599324,-15.068442890109464
